Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",644.40,"NIANTIC SPATIAL UK","CITIBANK IRE FIN SNIANTIC SPATIAL UK",610705.82
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",658.49,,"THE SALVATION ARM ",611364.31
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",690.00,"2000000389        ","HARMAN CONSUMER AR2000000389        ",612054.31
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",720.00,"PRECISION PRINTING","PRECISION PRINTINGPRECISION PRINTING",612774.31
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",852.91,"020330 - BLUNDELLS","BLUNDELLS SCHOOL  020330 - BLUNDELLS",613627.22
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",987.88,"WESTMINSTER COLL  ","WESTMINSTER COLLEGWESTMINSTER COLL  ",614615.10
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1058.02,,"JUST RETIREMENT   ",615673.12
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1170.92,,"STEERDAVIES&GLEAVE",616844.04
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1200.00,"B009B2ACEE2D4FC290","TRIESTE GROUP ONE B009B2ACEE2D4FC290",618044.04
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1218.00,"12414899          ","BARCLAYS - UCL CUR12414899          ",619262.04
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1221.67,"A-62640           ","BRUNTWOOD SCIENCE A-62640           ",620483.71
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1387.38,"BACS REMITTANCE PL","JOHNSONS HYUNDAI  BACS REMITTANCE PL",621871.09
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1571.85,"JESUS             ","JESUS COLL BURSAR JESUS             ",623442.94
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1581.37,"BENNETT HAY LTD   ","BENNETT HAY LTD   BENNETT HAY LTD   ",625024.31
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1690.59,,"VISTRY NW MIDLANDS",626714.90
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1925.89,"MH HOMES DIV      ","MILLER HOMES      MH HOMES DIV      ",628640.79
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",2272.19,"BANK REF          ","NEWNHAM COLLEGE   BANK REF          ",630912.98
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",2604.99,"A-62640           ","BRUNTWOOD MGT SERVA-62640           ",633517.97
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",10290.51,,"PM LLP OFFICE BIRM",643808.48
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Standing Order",30.00,,"S AYDIN           COFFEE MACHINE    ",643838.48
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-20.00,"0PRT479966        ","ALPHABET GB       0PRT479966        ",643818.48
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-466.44,"AI00206385        ","PERSONNEL HYGIENE AI00206385        ",643352.04
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746GAOO8W6VK7","GOOGLE IRELAND LTD32712746GAOO8W6VK7",642852.04
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-559.45,"7090674850        ","LLOYDS BANK PLC AF7090674850        ",642292.59
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-4318.48,"7090618830        ","LLOYDS BANK PLC AF7090618830        ",637974.11
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-48675.27,"DISCOUNT PAY RUN  ","1152323010        DISCOUNT PAY RUN  ",589298.84
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-63363.10,"EMRK26395224011025","ROYAL LON-SCOTLIFEEMRK26395224011025",525935.74
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",551.01,"M H LTD B H T AS  ","M H LTD B H T/AS  ACC 15632         RP4673266889125800202015     40     06NOV25 01:17     ",526486.75
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",288.72,"RED ROCK RENEWABLE","RED ROCK RENEWABLESI-784274         75075460212070F6SW405037     10     06NOV25 02:12     ",526775.47
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",103.78,"WORLDLINE MERCHANT","WORLDLINE MERCHANT202511050332622   010F274253101UIB  608382     10     06NOV25 02:18     ",526879.25
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",36579.23,"TOWER LEASING LIMI","TOWER LEASING LIMI60242190032306    44023621856669000N602421     40     06NOV25 02:36     ",563458.48
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",212.91,"CONFERO LTD       ","CONFERO LTD       A/C 7563 SI-77584239023252558385000N600404     40     06NOV25 02:45     ",563671.39
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",392.40,"GLOWCROFT LTD     ","GLOWCROFT LTD     GLOWCROFT PAYMENT 58023241660641000N536124     40     06NOV25 02:54     ",564063.79
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",144.42,"REGENT ELECTRICAL ","REGENT ELECTRICAL REGENT ELECTRICAL 34023311730500000N600704     40     06NOV25 02:55     ",564208.21
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",5495.84,"TOWER LEASING LIMI","TOWER LEASING LIMI60242190032306    14023613930651000N602421     40     06NOV25 02:58     ",569704.05
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",737.06,"K B PACKAGING     ","K B PACKAGING     NO REF            MF0008465384677700206333     40     06NOV25 03:25     ",570441.11
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",101.01,"HARMONIZE CARE LTD","HARMONIZE CARE LTD24899             400000001664501645305466     10     06NOV25 06:11     ",570542.12
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",153.66,"GARDNER DT+C      ","GARDNER DT+C      18573             RP4659980927548500204528     10     06NOV25 07:12     ",570695.78
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1567.20,"SH RUGBY LTD SW   ","SH RUGBY LTD SW   SHELFORD RFC 14869RP4659980929141400201719     10     06NOV25 07:30     ",572262.98
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","CHAPS or International Payment",1152.90,"1 FIS CAPIT","F/FLOW 1/FIS CAPITINV SI-749768     ",573415.88
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",197.38,"THIS I F LTD SW   ","THIS I F LTD SW   SI-782336         RP4679963361207000209740     10     06NOV25 08:24     ",573613.26
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",107.55,"AUDA GLO LTD SW   ","AUDA GLO LTD SW   SI-788121         RP4679963365986300206810     10     06NOV25 08:59     ",573720.81
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",82.93,"TAYLOR RUSHBY LIMI","TAYLOR RUSHBY LIMI1062              400000001664577592309216     10     06NOV25 09:29     ",573803.74
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",27.22,"DE RIJKE INTERMODA","DE RIJKE INTERMODASI-774404         000000040252754601203253     50     06NOV25 09:48     ",573830.96
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",485.32,"GIULIANO BIONDI   ","GIULIANO BIONDI   21088             PM1BCH6IH12JSNKKJ1040004     10     06NOV25 09:49     ",574316.28
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1331.48,"INTERNATIONAL CONV","INTERNATIONAL CONVAC 8297           39101231352629000N560059     40     06NOV25 10:12     ",575647.76
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",56.16,"PSW B CONSUL LTD  ","PSW B CONSUL LTD  1948 PSW001       RP4679963377658300201221     10     06NOV25 10:17     ",575703.92
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",2062.73,"THE RECRUITMENT CR","THE RECRUITMENT CRTRC GROUP         600000001659539794309626     10     06NOV25 10:46     ",577766.65
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",158.62,"SCOTT HAYTON      ","SCOTT HAYTON      18551             0b15070e77c0491293040605     10     06NOV25 11:05     ",577925.27
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",230.17,"WARRANT OFFICERS  ","WARRANT OFFICERS  SO-778041         RP4679963386051100209940     10     06NOV25 11:09     ",578155.44
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",322.17,"MANGOLETSI (HOLDIN","MANGOLETSI (HOLDINMANGOLETSI 23794  49114114972601000N010838     10     06NOV25 11:41     ",578477.61
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",690.00,"ROUSE INTERNATIONA","ROUSE INTERNATIONASI-780634         21114204831268000N180002     10     06NOV25 11:42     ",579167.61
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",9296.18,"SPARRING PAR CURRE","SPARRING PAR CURRESI-766352 SI-76931763798500216026VAH401822     40     06NOV25 12:00     ",588463.79
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",406.60,"GRITT LONDON LTD  ","GRITT LONDON LTD  11017             165fc4e487834085b6040605     10     06NOV25 12:13     ",588870.39
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1074.00,"TELCOM GR LTD SW  ","TELCOM GR LTD SW  TELCOM            RP4659980964939800205541     10     06NOV25 12:13     ",589944.39
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",39.61,"PARK VIEW CARE HOM","PARK VIEW CARE HOM782466            45124234040315000N180002     10     06NOV25 12:42     ",589984.00
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",360.00,"2 FAT LADIES LEISU","2 FAT LADIES LEISU2 FAT LADIES LEISU100000001650689194309354     10     06NOV25 12:55     ",590344.00
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",25.37,"SEALS COVE LIMITED","SEALS COVE LIMITEDA/C 15441         100000001650700960309269     10     06NOV25 13:15     ",590369.37
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1086.56,"CYNERGY BANK LTD  ","CYNERGY BANK LTD  00003108/5        265586181316028XNC400250     40     06NOV25 13:18     ",591455.93
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",68.64,"ISLAND HOUSE DENTA","ISLAND HOUSE DENTA0652              08133256175664000N536124     10     06NOV25 13:32     ",591524.57
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",95.38,"ACA INVERNESS BMW ","ACA/INVERNESS BMW/SR785285          35141906511517000R832127     10     06NOV25 14:19     ",591619.95
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",3103.78,"AVALARA EUROPE LTD","AVALARA EUROPE LTD5514456112416011HN401177     10     06NOV25 14:21     ",594723.73
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",165.86,"ELSIE HOUSE LTD   ","ELSIE HOUSE LTD   24196             HUBX2A26BC9CE2AA44090129     10     06NOV25 14:32     ",594889.59
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",130.46,"HAMPDEN & CO PLC  ","HAMPDEN & CO PLC  SI-789439         04143428087686000R830608     10     06NOV25 14:34     ",595020.05
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",301.55,"FE F G C LTD SW   ","FE F G C LTD SW   FFGC 0453         RP4659980988154400209807     10     06NOV25 15:04     ",595321.60
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",125.16,"LONDON HO BCA     ","LONDON HO BCA     14945             017046223151601101400714     10     06NOV25 15:13     ",595446.76
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1013.19,"ACA KILMARNOCK CIT","ACA KILMARNOCK CITAC7081/KILMCITROEN44151517147785000R832127     10     06NOV25 15:15     ",596459.95
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",929.04,"LEVY ASSET MANAGEM","LEVY ASSET MANAGEMLEVY ASSET MANAGEM39152921581388000N560003     10     06NOV25 15:29     ",597388.99
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",54.43,"BRUIZER LIMITED   ","BRUIZER LIMITED   BRUIZER LTD       HUBX2340CEAA98D6C6090129     10     06NOV25 16:12     ",597443.42
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",870.47,"ST JOHN'S HOSPITAL","ST JOHN'S HOSPITAL3 INV             84273043216169F6SW405162     10     06NOV25 16:12     ",598313.89
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",247.11,"ST CLARE W E HOS  ","ST CLARE W E HOS  ST CLARE HOSPICE  MF0023465385129900203698     10     06NOV25 16:38     ",598561.00
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",265.07,"AXS EUROPE LIMITED","AXS EUROPE LIMITED732872            687822284616017XCN165050     40     06NOV25 16:48     ",598826.07
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",670.50,"WLMG LIMITED      ","WLMG LIMITED      WLMG LTD          000000FT2531070MWG230580     10     06NOV25 17:05     ",599496.57
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",78.00,"REDROK (UK) LIMITE","REDROK (UK) LIMITEREDROK UK LTD     200000001656010984309668     10     06NOV25 17:18     ",599574.57
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",161.26,"CHC SCOTIA LIMITED","CHC SCOTIA LIMITEDCHC & SCOTIA      00156648632BDGJVKQ090222     40     06NOV25 17:40     ",599735.83
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",90.74,"GLENHEAD (DUNTOCHE","GLENHEAD (DUNTOCHESI-784800         100000001650888794802260     10     06NOV25 18:28     ",599826.57
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",122.57,"ESKMILLS LIMITED  ","ESKMILLS LIMITED  SI-788753         600000001659832566804638     10     06NOV25 18:57     ",599949.14
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",315.36,"THE CLINIC        ","THE CLINIC        A/C 15340         RP4679963462753100209561     10     06NOV25 19:06     ",600264.50
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",107.71,"BEELINE SERVICES  ","BEELINE SERVICES  SI 777910         HUBX993F30A0D5A877090150     10     06NOV25 21:06     ",600372.21
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",188.89,"EXCLUS INNS LTD   ","EXCLUS INNS LTD   SI-787814         RP4659981044181200201720     10     06NOV25 22:37     ",600561.10
06/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Closing Ledger",600561.10,,,600561.10
