Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",181.48,"23638             ","GREENHOUS SHROPSHI23638             ",1836815.50
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",182.11,"HEX BACS          ","RO PROPERTY MANAGEHEX BACS          ",1836997.61
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",187.36,"HEX BACS          ","HOPKINS HOMES LTD HEX BACS          ",1837184.97
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",187.86,"SI784852          ","THE PRESS ASSOCIATSI784852          ",1837372.83
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",191.52,"BACS REMITTANCE PL","S.G. SMITH AUTOMOTBACS REMITTANCE PL",1837564.35
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",191.52,,"LEICESTER HONDA/SU",1837755.87
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",191.52,,"MARSHALL PETERBORO",1837947.39
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",193.50,"CROSFIELDS SCHOOL ","CROSFIELDS SCHOOL CROSFIELDS SCHOOL ",1838140.89
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",194.88,,"MARSHALL CAMBRIDGE",1838335.77
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",195.86,"BACS LINCOLN 28 11","LINCOLN VOLKSWAGENBACS LINCOLN 28/11",1838531.63
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",197.16,"8000012037        ","SHARP BUSINESS SYS8000012037        ",1838728.79
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",197.38,"443889            ","SHNL -121- LTD T/A443889            ",1838926.17
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",199.56,"00014531UK60      ","GB-OCS GROUP UK LI00014531UK60      ",1839125.73
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",202.17,"13202             ","VMC CHINGFORD     13202             ",1839327.90
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",204.86,"9599 13171        ","SKIPTON HARROGATE 9599 13171        ",1839532.76
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",205.12,"WESTCOUNTRY GROUP ","WESTCOUNTRY CORPORWESTCOUNTRY GROUP ",1839737.88
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",207.28,"8742              ","LEADERS LIMITED   8742              ",1839945.16
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",209.06,"BMW HINDHEAD NOV B","BARONS HINDHEAD   BMW HINDHEAD NOV B",1840154.22
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",213.00,"UNDERWOODS TIPTREE","UNDERWOODS GARAGE UNDERWOODS TIPTREE",1840367.22
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",213.51,"HENRY BOOT PLC    ","HB PLC            HENRY BOOT PLC    ",1840580.73
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",214.13,"PEUGEOT OLDHAM    ","RRG GROUP LIMITED PEUGEOT OLDHAM    ",1840794.86
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",215.23,"THE CLUB COMPANY  ","THE CLUB COMPANY UTHE CLUB COMPANY  ",1841010.09
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",215.39,"21264             ","MIDFIX            21264             ",1841225.48
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",217.56,"NWL JLR           ","STAPLES CORNER JLRNWL JLR           ",1841443.04
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",222.26,"BACS REMITTANCE PL","NORTHAMPTON PEUGEOBACS REMITTANCE PL",1841665.30
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",222.40,"BACS30112025      ","HUDDERSFIELD      BACS30112025      ",1841887.70
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",222.69,"VERTU YORK        ","YORK RENAULT      VERTU YORK        ",1842110.39
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",223.47,"YORKSHIRE CANCER R","YORKSHIRE CANCER RYORKSHIRE CANCER R",1842333.86
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",223.86,"483305            ","EEL               483305            ",1842557.72
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",226.24,,"MARSHALL SKODA NOR",1842783.96
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",226.24,,"MARSHALL IPSWICH J",1843010.20
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",227.44,"SKODA BOLTON BACS ","RRG GROUP LIMITED SKODA BOLTON BACS ",1843237.64
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",227.76,"PMT0159257        ","EXPEDITORS INTERNAPMT0159257        ",1843465.40
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",228.00,"BACS REMITTANCE PL","LOWESTOFT AUDI    BACS REMITTANCE PL",1843693.40
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",229.60,,"MARSHALL MOTOR GRO",1843923.00
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",231.84,"INVOICE 788170    ","GARDEN AND PLNT   INVOICE 788170    ",1844154.84
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",232.96,"BACS REMITTANCE PL","SKODA READING     BACS REMITTANCE PL",1844387.80
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",234.00,"BACS REMITTANCE PL","S&Y COVENTRY      BACS REMITTANCE PL",1844621.80
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",234.78,"SI-779689         ","CLOUDCLEVR LTD    SI-779689         ",1844856.58
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",237.57,"BACS 28 11 25     ","VERTU VOLKSWAGEN  BACS 28/11/25     ",1845094.15
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",237.60,"JLR GUISELEY      ","FARNELL GUISELEY LJLR GUISELEY      ",1845331.75
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",240.18,"BACS REMITTANCE PL","SYTNER COVENTRY   BACS REMITTANCE PL",1845571.93
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",240.66,"BAUDER BAU001     ","BAUDER LIMITED    BAUDER BAU001     ",1845812.59
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",248.58,"BACS REMITTANCE PL","BEADLES BROMLEY LTBACS REMITTANCE PL",1846061.17
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",248.88,"PI EM 28 40       ","PRINCIPAL I NO 1  PI EM 28/40       ",1846310.05
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",249.96,"RRG OJ OLDHAM     ","RRG GROUP LIMITED RRG OJ OLDHAM     ",1846560.01
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",252.36,"W        H   F    ","W H F             W        H   F    ",1846812.37
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",254.16,"BACS REMITTANCE PL","BEADLES MAIDSTONE BACS REMITTANCE PL",1847066.53
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",255.36,,"MARSHALL MELTON   ",1847321.89
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",255.72,"SI-775499         ","SCHAWK UK LTD     SI-775499         ",1847577.61
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",255.94,"STACMAT           ","ST THOMAS AQUINAS STACMAT           ",1847833.55
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",256.30,"WF JLR            ","WATFORD JAGUAR    WF JLR            ",1848089.85
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",261.04,"ACCOUNT CODE 11976","VALIDUS RISK MANAGACCOUNT CODE 11976",1848350.89
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",265.65,"BACS REMITTANCE PL","COLCHESTER VW     BACS REMITTANCE PL",1848616.54
28/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",266.66,"13267             ","BST 4TH WIDNES NIS13267             ",1848883.20
