Post Date,Account Number,Account Name,Type,Amount,Customer Reference,Transaction Detail,Balance
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",526.85,"60485 - 11776     ","URBAN&CIVIC ALC   60485 - 11776     ",1610552.24
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",533.15,"SI-780866         ","AMENTUM CLEAN ENERSI-780866         ",1611085.39
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",812.70,"600-1817867       ","LULULEMON ATHLETIC600-1817867       ",1611898.09
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",830.94,"SI-780798         ","DIVERSITY TRAVEL LSI-780798         ",1612729.03
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",849.89,"WESTERN MAZDA NISS","WESTERN MAZDA AND WESTERN MAZDA NISS",1613578.92
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",890.26,"2000025684        ","ADVANCED ENERGY IN2000025684        ",1614469.18
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1066.74,"SI-781750  SI-7867","CRC INDUSTRIES UK SI-781750  SI-7867",1615535.92
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1105.82,"A-62640           ","BRUNTWOOD SCIENCE A-62640           ",1616641.74
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1815.99,,"PM LLP CLIENT BI  ",1618457.73
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1860.79,"A-62640           ","BRUNTWOOD MGT SERVA-62640           ",1620318.52
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",1870.52,"EFT36585          ","JOHCM             EFT36585          ",1622189.04
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",3981.68,"VARIOUS INVOICES  ","RINGCENTRAL UK LTDVARIOUS INVOICES  ",1626170.72
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bank Giro Credit",5066.68,"12424122          ","BARCLAYS - UCL CUR12424122          ",1631237.40
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Standing Order",30.00,,"S AYDIN           COFFEE MACHINE    ",1631267.40
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Bill Payment",198.14,,"VALLEY NORTHERN LIVALLEY OCT INV    ",1631465.54
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746GHAC8U603X","GOOGLE IRELAND LTD32712746GHAC8U603X",1630965.54
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746GKWU5XNPDF","GOOGLE IRELAND LTD32712746GKWU5XNPDF",1630465.54
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-500.00,"32712746GUYAN47MRP","GOOGLE IRELAND LTD32712746GUYAN47MRP",1629965.54
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Direct Debit or Bacs Payment",-2141.00,"7090528150        ","LLOYDS BANK PLC AF7090528150        ",1627824.54
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",47390.32,"TOWER LEASING LIMI","TOWER LEASING LIMI60242190032306    43023421250762000N602421     40     27NOV25 02:36     ",1675214.86
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",39.25,"GLOWCROFT LTD     ","GLOWCROFT LTD     GLOWCROFT PAYMENT 15023304756593000N536124     40     27NOV25 02:48     ",1675254.11
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",426.31,"INFINITY HOUSE GRO","INFINITY HOUSE GROINFINITY HOUSE GRO22023121541972000R162632     40     27NOV25 02:49     ",1675680.42
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",407.01,"R I L             ","R I L             SI-786003 SI-7892617023340578491000N522127     40     27NOV25 02:52     ",1676087.43
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",106.30,"MY GARAGE AUTOMOTI","MY GARAGE AUTOMOTIMY GARAGE 13804   52023606553168000N521048     40     27NOV25 02:54     ",1676193.73
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",138.15,"ST MARY'S P.C.C. H","ST MARY'S P.C.C. H21344 SI755152    64023750156712000N601106     40     27NOV25 02:54     ",1676331.88
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",802.80,"HAVEN HOUSE FOUNDA","HAVEN HOUSE FOUNDASI791465 HAVEN HOU18023341552686000N600526     40     27NOV25 02:55     ",1677134.68
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",162.81,"CENTRAL CAR AUCTIO","CENTRAL CAR AUCTIOCCA INV SI-787284 55030130144360000R832127     40     27NOV25 03:01     ",1677297.49
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",3738.20,"GUARDIAN NEWS & ME","GUARDIAN NEWS & ME109965            03030137204041000N011001     40     27NOV25 03:01     ",1681035.69
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",123.37,"WORLDLINE MERCHANT","WORLDLINE MERCHANT202511260300600   010F274253311LZY  608382     10     27NOV25 03:03     ",1681159.06
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",333.80,"ADDISON MOTORS LTD","ADDISON MOTORS LTDACCT 10948 OCT INV07030347498146000N601508     40     27NOV25 03:03     ",1681492.86
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",482.80,"PBL               ","PBL               PANTHERA          MF00104653A3BFB300206993     40     27NOV25 03:04     ",1681975.66
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",185.58,"STAYWELL HOS MAN L","STAYWELL HOS MAN LPARK REGIS BIRMINGMF004546539EE93800200790     40     27NOV25 03:09     ",1682161.24
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",835.00,"HFD SERVICES LIMIT","HFD SERVICES LIMITLIQUIDLINE        00155728632BBNJTFD090222     40     27NOV25 03:22     ",1682996.24
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",788.59,"KEPAK GROUP LIMITE","KEPAK GROUP LIMITESI-788949,SI-79156MF01014653A2B5F900204388     40     27NOV25 03:25     ",1683784.83
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",197.38,"SMARTS NI LTD     ","SMARTS NI LTD     SI786077SMARTS    100000001662123110309634     10     27NOV25 04:09     ",1683982.21
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",129.00,"ESB GROUP (UK) LIM","ESB GROUP (UK) LIMMP0220002683082025FP085K4R77082905R9301281     10     27NOV25 05:18     ",1684111.21
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","CHAPS or International Payment",277.20,"1 EFG PRIVA","F/FLOW 1/EFG PRIVAEFG INV REF SI-795775               ",1684388.41
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","CHAPS or International Payment",358.80,"1 EFG PRIVA","F/FLOW 1/EFG PRIVAEFG INV REF SI-796658               ",1684747.21
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","CHAPS or International Payment",1019.54,"1 XILINX TE","F/FLOW 1/XILINX TESI-770663         ",1685766.75
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Account Credit",100000.00,"LIQUIDLINE LIMITED","LIQUIDLINE LIMITED309455 84885660   ",1785766.75
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",196.97,"AIRWALLEX (UK) LIM","AIRWALLEX (UK) LIMSI-793714         63834442611635775 040300     10     27NOV25 08:31     ",1785963.72
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",277.51,"CAVEY DALE GROUP L","CAVEY DALE GROUP LSI-800027         00156648632BDHBWSV090222     10     27NOV25 08:34     ",1786241.23
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",846.22,"AMBIANCE FLOORS LT","AMBIANCE FLOORS LTOCTOBER           47091540968625000N602107     10     27NOV25 09:15     ",1787087.45
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",130.32,"BARROW OPTICAL LTD","BARROW OPTICAL LTD8082              00156648632BDHBWZL090222     10     27NOV25 09:26     ",1787217.77
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",55.93,"MR DAVID PERRY T A","MR DAVID PERRY T A0648              000000FT25331T9TQ5230580     10     27NOV25 09:45     ",1787273.70
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",80.17,"MR DAVID PERRY T A","MR DAVID PERRY T A0648              000000FT25331KMFM2230580     10     27NOV25 09:46     ",1787353.87
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",639.91,"REDEEMED CHRISTIAN","REDEEMED CHRISTIANINVOICE SI797608  28095525718194000N600727     10     27NOV25 09:55     ",1787993.78
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",2411.30,"PROBOX SYSTEMS LIM","PROBOX SYSTEMS LIMA/C 8189          YBBPI1000238313848050633     10     27NOV25 10:00     ",1790405.08
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",500.71,"KLIPSPRINGER LTD  ","KLIPSPRINGER LTD  KLIPSPRINGER LTD  MF00254653A39EB700208275     10     27NOV25 10:03     ",1790905.79
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1078.35,"CAMBRIDGE GARAGE P","CAMBRIDGE GARAGE P55703480836240    24112416250661000N557034     40     27NOV25 11:24     ",1791984.14
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",54.43,"PRODUCT MADNESS (U","PRODUCT MADNESS (UXP0501884774502917185008     10     27NOV25 11:30     ",1792038.57
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",274.26,"ACA NEWCASTLE BYD ","ACA/NEWCASTLE BYD INV 770361        52113543478171000R832127     10     27NOV25 11:35     ",1792312.83
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",328.62,"ACA GIFFNOCK SERVI","ACA/GIFFNOCK SERVI8182              48113543650459000R832127     10     27NOV25 11:35     ",1792641.45
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",570.79,"ACA SHIREMOOR MOTO","ACA/SHIREMOOR MOTO4410              64113544817090000R832127     10     27NOV25 11:35     ",1793212.24
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",140.41,"STATKRAFT AS      ","STATKRAFT AS      SI-787915         FP085K43Q3RI9392F2301281     10     27NOV25 11:55     ",1793352.65
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",125.93,"BROOMGROVE JUNIOR ","BROOMGROVE JUNIOR 600000001671290747309216     10     27NOV25 12:20     ",1793478.58
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",112.96,"ST CLEMENTS GOLF C","ST CLEMENTS GOLF CSI-799120         33122618415854000N536124     10     27NOV25 12:26     ",1793591.54
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",728.35,"LEVY ASSET MANAGEM","LEVY ASSET MANAGEMLEVY ASSET MANAGEM25123658672193000N560003     10     27NOV25 12:36     ",1794319.89
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",487.58,"DELAM HEALT LTD  F","DELAM HEALT LTD  FSI-785678         MF00084653A3E25700208213     10     27NOV25 12:50     ",1794807.47
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1514.15,"TMG UK SERVICES LI","TMG UK SERVICES LI281475437236080   010F27425331536L  608382     10     27NOV25 12:56     ",1796321.62
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",361.80,"TERRAPINN HOLDINGS","TERRAPINN HOLDINGSSI-781693         130964300317241VAH401160     40     27NOV25 13:00     ",1796683.42
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",225.56,"THE ATLANTIC      ","THE ATLANTIC      ATLANTIC13806     026286757031721101401615     10     27NOV25 13:07     ",1796908.98
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",930.00,"FILOFORM UK LTD   ","FILOFORM UK LTD   30945545002268    FP085K46G6K5M511R6950797     10     27NOV25 13:29     ",1797838.98
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",900.00,"BRAIN LABS DIGITAL","BRAIN LABS DIGITALSI-778509         33133452276477000N602336     10     27NOV25 13:34     ",1798738.98
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",190.56,"KIMEL CIC SW      ","KIMEL CIC SW      12693             RP4679966708332200206520     10     27NOV25 13:45     ",1798929.54
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",110.60,"CAFFYNS           ","CAFFYNS           SI-786935         8487483225317211HN402006     10     27NOV25 13:52     ",1799040.14
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",631.43,"ACA EDINBURGH SIGH","ACA/EDINBURGH SIGH22346             47135334413476000R832127     10     27NOV25 13:53     ",1799671.57
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",492.27,"ACA EDINBURGH SEAF","ACA/EDINBURGH SEAF19207             07135353632684000R832127     10     27NOV25 13:53     ",1800163.84
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",325.62,"ACA DUMFRIES RENAU","ACA/DUMFRIES RENAUOCTOBER           40135354710942000R832127     10     27NOV25 13:53     ",1800489.46
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",230.24,"ACA ABERDEEN MOTOR","ACA/ABERDEEN MOTOR8462              09135424749599000R832127     10     27NOV25 13:54     ",1800719.70
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",31.20,"CROSS OCEAN ADVISE","CROSS OCEAN ADVISESI-795781         63141112050910000R165915     10     27NOV25 14:11     ",1800750.90
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",402.47,"THE BRAIN CH      ","THE BRAIN CH      THE BRAIN CHARITY 112920838441721101402908     10     27NOV25 14:48     ",1801153.37
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",487.74,"HVDS LTD          ","HVDS LTD          SI-778143/786009  200000001667629407309275     10     27NOV25 14:56     ",1801641.11
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",268.48,"ANDERSONS DELI    ","ANDERSONS DELI    ANDERSONS 21070   12150741983332000N601323     10     27NOV25 15:07     ",1801909.59
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",141.84,"CLAREMONT & HOLYPO","CLAREMONT & HOLYPO788504            100000001662461168309536     10     27NOV25 15:08     ",1802051.43
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","CHAPS or International Payment",626.67,"1 THAMES CI","F/FLOW 1/THAMES CI",1802678.10
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",1611.30,"ISAM FUNDS (UK)  B","ISAM FUNDS (UK)  BSI 790002         MF00154653A05D0F00203230     10     27NOV25 15:29     ",1804289.40
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",303.60,"PARALLEL WIRELESS ","PARALLEL WIRELESS 2260116065517211HN401177     10     27NOV25 15:56     ",1804593.00
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",376.30,"FSM MANUFACT LTD  ","FSM MANUFACT LTD  NO REF            MF00244653A45CCF00207405     10     27NOV25 16:12     ",1804969.30
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",10441.89,"RED CORE SOLUTIONS","RED CORE SOLUTIONSSPF-S-609492      500000001671664640305466     10     27NOV25 16:16     ",1815411.19
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",720.02,"LLOYD LR CARLISLE ","LLOYD LR CARLISLE 21440             MF00014653A6310000201862     10     27NOV25 16:34     ",1816131.21
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","CHAPS or International Payment",4710.92,"ASSICURAZIO","F/FLOW ASSICURAZIONR.0050001500 /00.00.00 20251127AGB0",1820842.13
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",158.64,"ABILITY RECRUITMEN","ABILITY RECRUITMEN2024649514617211HN403904     10     27NOV25 16:41     ",1821000.77
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",921.66,"COLLIERS INTL PTY ","COLLIERS INTL PTY COLLIERS INT      234128300717234VAH401160     40     27NOV25 17:00     ",1821922.43
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",195.31,"F VINDIS AND SONS ","F VINDIS AND SONS AC 3686           988238240717233WAH403333     40     27NOV25 17:04     ",1822117.74
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",469.67,"VINDIS AUD        ","VINDIS AUD        AC 4142           593177140817248XAH403333     40     27NOV25 18:04     ",1822587.41
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",961.43,"ULTIMATE CARE VE A","ULTIMATE CARE VE AULTIMATE CARE VEND14182003633427000N601140     10     27NOV25 18:20     ",1823548.84
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",760.23,"F WOOD GOLF CLUB  ","F WOOD GOLF CLUB  SI-781374/786857  RP4659983782132300201003     10     27NOV25 19:39     ",1824309.07
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Faster Payment",833.90,"SH RUGBY LTD SW   ","SH RUGBY LTD SW   SHELFORD RFC      RP4659983792854300201719     10     27NOV25 20:57     ",1825142.97
27/11/2025,309455-45002268 GBP,"LIQUIDLINE LIMITED","Closing Ledger",1825142.97,,,1825142.97
